FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,190,TELEPHONE - CENTREX BILLINGS,249000
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,191,TELEPHONE - RELOCATIONS,9100
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,196,DATA CIRCUITS,1110885
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,197,TELEPHONE - MAINTENANCE,18110
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,340,MATERIAL AND SUPPLIES,112988
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,350,STATIONERY AND OFFICE SUPPLIES,560291
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,361,BUILDING MATERIALS AND SUPPLIES,1312
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,365,ELECTRICAL SUPPLIES,1220
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,410,EQUIPMENT FOR BUILDINGS,192000
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,420,FURNITURE AND FIXTURES,500000
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,446,PURCHASE - DATA HARDWARE,209972
LOCAL,346,LIBRARY FUND,91,CPL,2005,CHICAGO PUBLIC LIBRARY,9438,REIMBURSEMENT - AIS,15000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,2327396
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,5372710
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,65903
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKERS' COMPENSATION,594000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,248969
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,126304
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,319061
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,70,TUITION REIMBURSEMENT,85000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,94,LAYOFFS / FURLOUGH DAYS SAVINGS,-44001
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,139,IT DEVELOPMENT,20670
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,303505
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,142,ACCOUNTING AND AUDITING,110000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,190,TELEPHONE - CENTREX BILLINGS,26000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,420,FURNITURE AND FIXTURES,600625
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,446,PURCHASE - DATA HARDWARE,367000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,450,VEHICLES,110000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,955,INTEREST ON LIBRARY FINANCING,2200000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,19150
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,810584
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9085,CITY DEFERRED COMPENSATION,48860
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9112,PROP. MAINT. CNTRL LIBR,8646000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9199,CPL LIBRARY BOOKS AND MATERIALS,8000000
LOCAL,346,LIBRARY FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9980,MUNICIPAL FUND PENSION ALLOCATION,4692000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,5,SALARIES AND WAGES - ON PAYROLL,10761805
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,12,CONTRACT WAGE - PREVAILING RATE,103444
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,15,SCHEDULE SALARY ADJUSTMENTS,4311
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,20,OVERTIME,683024
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,138,IT MAINTENANCE,17080905
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,139,IT DEVELOPMENT,11682060
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,140,PROFESSIONAL AND TECHNICAL SERVICES,3123569
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,142,ACCOUNTING AND AUDITING,75000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,149,SOFTWARE MAINTENANCE AND LICENSING,8540950
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,154,RENTAL-DATA HARDWARE EQ,2000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,157,RENTAL EQUIPMENT AND SERVICES,554772
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,162,REPAIR/MAINT EQUIPMENT,356450
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,166,DUES  SUBSC & MEM,9000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,169,TECHNICAL MEETING COSTS,15000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,181,MOBILE COMMUNICATION SERVICES,4857090
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,189,TELEPHONE - NON-CENTREX BILLINGS,2638500
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,190,TELEPHONE - CENTREX BILLINGS,975000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,196,DATA CIRCUITS,2041000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,197,TELEPHONE - MAINTENANCE,3824489
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,229,TRANSPORTATION AND EXPENSE ALLOWANCE,90000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,330,FOOD,550
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,340,MATERIAL AND SUPPLIES,392749
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,350,STATIONERY AND OFFICE SUPPLIES,21700
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,360,REPAIR PARTS AND MATERIAL,350100
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,365,ELECTRICAL SUPPLIES,115000
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,401,TOOL <= $100 UNIT,43200
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,423,COMMUNICATION DEVICES,21925
LOCAL,353,EMERGENCY COMMUNICATION FUND,51,PSA,2005,Public Safety Administration,9295,CONSENT DECREE,112000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,5,SALARIES AND WAGES - ON PAYROLL,47972920
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,12,CONTRACT WAGE - PREVAILING RATE,23726
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,15,SCHEDULE SALARY ADJUSTMENTS,472661
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,20,OVERTIME,5670000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,91,UNIFORM ALLOWANCE,241000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,125,OFFICE AND BUILDING SERVICES,1977000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,138,IT MAINTENANCE,66000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,140,PROFESSIONAL AND TECHNICAL SERVICES,1856000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,166,DUES  SUBSC & MEM,10930
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,319,CLOTHING,60181
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,340,MATERIAL AND SUPPLIES,4500
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,350,STATIONERY AND OFFICE SUPPLIES,1000
LOCAL,353,EMERGENCY COMMUNICATION FUND,58,OEMC,2705,OEMC,9295,CONSENT DECREE,19040
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,1998066
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,4612464
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,56577
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,15063
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,108432
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,273913
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,94,LAYOFFS / FURLOUGH DAYS SAVINGS,-21836
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,138,IT MAINTENANCE,1709077
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,139,IT DEVELOPMENT,118125
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,622
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING AND SUPPLEMENTAL GRANTS,230000
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9085,CITY DEFERRED COMPENSATION,41946
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9611,REIMB - INDIRECT COSTS TO CORPORATE,7157000
LOCAL,353,EMERGENCY COMMUNICATION FUND,99,FINANCE GENERAL,2005,FINANCE GENERAL,9980,MUNICIPAL FUND PENSION ALLOCATION,17387000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,1,MO,2005,OFFICE OF THE MAYOR,5,SALARIES AND WAGES - ON PAYROLL,373152
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,COUNCIL,2155,SPECIAL EVENTS / CULTURAL AFF,0,PERSONNEL SERVICES,162990
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,COUNCIL,2155,SPECIAL EVENTS / CULTURAL AFF,300,COMMODITIES AND MATERIALS,3720
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,5,SALARIES AND WAGES - ON PAYROLL,5627510
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,15,SCHEDULE SALARY ADJUSTMENTS,21252
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,39,STUDENT AS TRAINEES,45000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,125,OFFICE AND BUILDING SERVICES,25000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,130,POSTAGE,19500
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,138,IT MAINTENANCE,71550
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,140,PROFESSIONAL AND TECHNICAL SERVICES,1237600
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,150,OUTSIDE GRAPHIC SERVICES,40000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,152,ADVERTISING,100000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,159,LEASE/PURCHASE EQUIPMENT,31524
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,161,MAINT FACILITIES,50000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,166,DUES  SUBSC & MEM,66000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,172,INSURANCE PREMIUMS,355350
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,181,MOBILE COMMUNICATION SERVICES,12180
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,189,TELEPHONE - NON-CENTREX BILLINGS,48600
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,190,TELEPHONE - CENTREX BILLINGS,45200
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,197,TELEPHONE - MAINTENANCE,5200
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,4500
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,340,MATERIAL AND SUPPLIES,25000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,350,STATIONERY AND OFFICE SUPPLIES,22500
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9188,MILLENNIUM PARK OPERATIONS,5500000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9219,IMPLEMENTATION OF CULTURAL PLAN,2450000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9288,MILLENNIUM PARK PROGRAMMING,75000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9803,FOR PROGRAMMING/MARKETG,824618
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9805,FOR FESTIVAL PRODUCTION,2806465
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9807,FOR REDEMPTION EXPENSES,200000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,DCASE,2015,CULTURAL AFFAIRS SPECIAL EVENT,9813,LOCAL PROMOTION/MARKETG,753720
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,29,HMO PREMIUMS,237961
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,42,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,549324
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,45,PREM TERM LIFE INSURANCE,6738
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,49,WORKERS' COMPENSATION,59400
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,51,UNEMPLOYMENT INSURANCE CLAIM,28454
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,52,MEDICAL CARE CLAIMS,12914
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,56,DENTAL PLAN PREMIUMS,32622
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,94,LAYOFFS / FURLOUGH DAYS SAVINGS,-33131
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,269201
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,991,MATCHING AND SUPPLEMENTAL GRANTS,732000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9027,SOCIAL SECURITY TAX,1922
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9076,CITY CNTB MEDICARE TAX,81372
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9085,CITY DEFERRED COMPENSATION,4996
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9610,REIMB - PENSION PAYMENTS,1768396
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9611,REIMB - INDIRECT COSTS TO CORPORATE,1524500
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9771,TRANSFER FOR SERVICES - AIS,134400
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9773,TRANSFER FOR SERVICES - CPD,120000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9774,TRANSFER FOR SERVICES - OEMC,34800
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9775,TRANSFER FOR SERVICES - CFD,21000
LOCAL,355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,99,FINANCE GENERAL,2005,FINANCE GENERAL,9776,TRANSFER FOR SERVICES - DSS,9000
LOCAL,383,MFT DEBT SERVICE,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,3897000
LOCAL,383,MFT DEBT SERVICE,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,4895000
LOCAL,383,MFT DEBT SERVICE,99,FINANCE GENERAL,2005,FINANCE GENERAL,943,INTEREST ON LOANS,3202000
LOCAL,383,MFT DEBT SERVICE,99,FINANCE GENERAL,2005,FINANCE GENERAL,944,PAYMENT ON LOANS,533000
LOCAL,383,MFT DEBT SERVICE,99,FINANCE GENERAL,2005,FINANCE GENERAL,959,BOND FEES AND COSTS,18000
LOCAL,510,BOND REDEMPTION AND INTEREST,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,356311424
LOCAL,510,BOND REDEMPTION AND INTEREST,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,167860500
LOCAL,510,BOND REDEMPTION AND INTEREST,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,3622076
LOCAL,521,LIB NOTE RED/INT-B,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,4774000
LOCAL,521,LIB NOTE RED/INT-B,99,FINANCE GENERAL,2005,FINANCE GENERAL,961,PAYMENT OF TERM NOTES,114582000
LOCAL,525,EMERGENCY COMMUN BD,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,1669000
LOCAL,525,EMERGENCY COMMUN BD,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,14765000
LOCAL,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,902,INTEREST ON BONDS,24637101
LOCAL,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,912,PAYMENT OF BONDS,8032900
LOCAL,549,CITY COL RED/INT-D,99,FINANCE GENERAL,2005,FINANCE GENERAL,960,LOSS IN COLLECTION OF TAXES,1361999
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,203572
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJUSTMENTS,495
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,78
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,847
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,143,COURT REPORTING,6538
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINTENANCE AND LICENSING,8561
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,3876
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE/PURCHASE EQUIPMENT,254
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,480
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,2493
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMMUNICATION SERVICES,1330
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE - NON-CENTREX BILLINGS,1568
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,210
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,320,GASOLINE,257
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,132
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,348,BOOKS AND RELATED MATERIAL,16
LOCAL,610,MIDWAY AIRPORT FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPLIES,505
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,166545
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJUSTMENTS,3040
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,20,OVERTIME,500
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,39,STUDENT AS TRAINEES,2500
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,140,PROFESSIONAL AND TECHNICAL SERVICES,10000
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,166,DUES  SUBSC & MEM,300
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,169,TECHNICAL MEETING COSTS,420
LOCAL,610,MIDWAY AIRPORT FUND,27,DOF,2012,ACCOUNTING FINANCIAL REPORTING,270,LOCAL TRANSPORTATION,420
